Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,DayOfWeek,Quarter,IsWeekend,Profit_Margin,Revenue_Per_Unit,Retailer_enc,Region_enc,State_enc,City_enc,Product_enc,Target
Foot Locker,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Apparel,63.0,74,466,233,Online,10,1,4,0,50.0,6.3,1,1,6,20,3,1
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Street Footwear,47.0,74,348,177,Online,12,0,4,0,50.86,4.7,3,1,38,43,5,1
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Women's Street Footwear,33.0,74,244,122,Online,2,4,1,0,50.0,3.3,0,1,20,8,5,1
Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,30.0,74,222,78,Outlet,11,1,4,0,35.14,3.0,1,1,37,40,3,2
Foot Locker,1185732,2021-12-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,42.0,74,311,99,Outlet,12,0,4,0,31.83,4.2,1,1,37,40,3,2
Foot Locker,1185732,2021-05-23,South,Tennessee,Knoxville,Women's Street Footwear,19.0,74,141,55,Outlet,5,6,2,1,39.01,1.91,1,2,41,25,5,2
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,39.0,74,289,136,Outlet,9,5,3,1,47.06,3.91,1,3,45,44,0,2
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,39.0,74,289,121,Outlet,5,4,2,0,41.87,3.91,3,3,9,3,0,2
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,13.0,74,96,41,Outlet,1,5,1,1,42.71,1.3,5,2,3,27,4,2
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26.0,74,192,81,Outlet,5,2,2,0,42.19,2.59,5,2,35,37,4,2
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,74,104,44,Outlet,10,3,4,0,42.31,1.41,5,2,35,37,5,2
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,74,237,78,Outlet,5,0,2,0,32.91,3.2,3,1,6,20,4,2
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Street Footwear,32.0,74,237,99,Outlet,6,1,2,0,41.77,3.2,1,1,38,43,5,2
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.0,74,296,124,Outlet,11,6,4,1,41.89,4.0,3,1,38,43,1,2
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,41.0,74,303,112,Outlet,12,0,4,0,36.96,4.09,3,1,38,43,0,2
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Apparel,39.0,74,289,92,Outlet,6,1,2,0,31.83,3.91,3,1,20,8,0,2
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Street Footwear,25.0,74,185,78,Outlet,4,6,2,1,42.16,2.5,0,1,44,9,5,2
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Men's Apparel,43.0,74,318,105,Outlet,1,3,1,0,33.02,4.3,0,1,44,9,0,2
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,41.0,74,303,112,Outlet,9,4,3,0,36.96,4.09,0,1,28,30,4,2
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,53.0,73,387,248,Online,7,4,3,0,64.08,5.3,1,0,12,13,3,1
West Gear,1128299,2020-05-30,West,Washington,Seattle,Men's Apparel,51.0,73,372,145,Online,5,5,2,1,38.98,5.1,5,4,46,47,0,1
Foot Locker,1185732,2020-12-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37.0,73,270,122,Online,12,5,4,1,45.19,3.7,1,0,22,33,1,1
Sports Direct,1197831,2021-08-17,South,Alabama,Birmingham,Men's Apparel,37.0,73,270,135,Online,8,1,3,0,50.0,3.7,3,2,0,6,0,1
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,48.0,73,350,123,Online,4,5,2,1,35.14,4.79,1,4,10,21,4,1
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,73,168,81,Online,10,0,4,0,48.21,2.3,1,0,24,49,5,1
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,73,168,89,Online,3,2,1,0,52.98,2.3,5,4,43,45,4,1
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Apparel,69.0,73,504,222,Online,8,1,3,0,44.05,6.9,5,4,36,42,3,1
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Apparel,41.0,73,299,126,Online,9,5,3,1,42.14,4.1,5,4,36,42,3,1
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,44.0,73,321,177,Online,2,2,1,0,55.14,4.4,5,2,17,34,4,1
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47.0,73,343,178,Online,3,4,1,0,51.9,4.7,3,3,9,3,4,1
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Women's Street Footwear,34.0,73,248,124,Online,3,6,1,1,50.0,3.4,0,3,16,29,5,1
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,37.0,73,270,130,Online,4,1,2,0,48.15,3.7,4,2,3,27,0,1
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19.0,73,139,67,Online,3,4,1,0,48.2,1.9,5,2,35,37,1,1
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,73,329,138,Online,12,5,4,1,41.95,4.51,3,0,40,48,5,1
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36.0,73,263,108,Online,10,5,4,1,41.06,3.6,3,0,33,19,1,1
Foot Locker,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Apparel,53.0,73,387,205,Online,10,5,4,1,52.97,5.3,1,0,33,19,3,1
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36.0,73,263,118,Online,11,1,4,0,44.87,3.6,1,0,33,19,1,1
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Street Footwear,48.0,73,350,158,Online,12,2,4,0,45.14,4.79,1,0,33,19,5,1
West Gear,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Apparel,49.0,73,358,190,Online,10,2,4,0,53.07,4.9,5,0,14,17,3,1
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Apparel,28.0,73,204,112,Online,1,6,1,1,54.9,2.79,5,0,14,17,3,1
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48.0,73,350,158,Online,12,3,4,0,45.14,4.79,5,0,48,32,4,1
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,57.0,73,416,250,Online,12,3,4,0,60.1,5.7,5,0,48,32,0,1
West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,73,175,88,Online,2,2,1,0,50.29,2.4,5,0,48,32,5,1
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37.0,73,270,149,Online,5,1,2,0,55.19,3.7,5,0,13,23,1,1
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Apparel,50.0,73,365,193,Online,9,0,3,0,52.88,5.0,2,1,29,36,3,1
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Apparel,38.0,73,277,136,Online,3,2,1,0,49.1,3.79,3,1,6,20,3,1
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48.0,73,350,186,Online,5,0,2,0,53.14,4.79,3,1,6,20,1,1
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,27.0,73,197,71,Online,1,6,1,1,36.04,2.7,3,1,38,43,5,1
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,73,277,122,Online,4,6,2,1,44.04,3.79,0,1,28,30,5,1
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Apparel,59.0,73,431,194,Online,8,2,3,0,45.01,5.9,0,1,28,30,0,1
West Gear,1128299,2020-03-18,West,Nevada,Las Vegas,Women's Athletic Footwear,38.0,72,274,123,Online,3,2,1,0,44.89,3.81,5,4,27,26,4,1
West Gear,1128299,2020-03-24,West,Colorado,Denver,Women's Athletic Footwear,36.0,72,259,117,Online,3,1,1,0,45.17,3.6,5,4,5,16,4,1
Amazon,1185732,2021-11-10,Northeast,Maine,Portland,Women's Apparel,56.0,72,403,214,Online,11,2,4,0,53.1,5.6,0,1,18,42,3,1
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Apparel,53.0,72,382,153,Online,3,5,1,1,40.05,5.31,0,4,1,2,3,1
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Athletic Footwear,56.0,72,403,181,Online,5,3,2,0,44.91,5.6,0,4,1,2,1,1
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.0,72,194,95,Online,4,6,2,1,48.97,2.69,1,0,24,49,1,1
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,72,166,91,Online,5,2,2,0,54.82,2.31,5,4,43,45,4,1
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,72,137,75,Online,10,0,4,0,54.74,1.9,5,4,43,45,4,1
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Apparel,34.0,72,245,105,Online,4,0,2,0,42.86,3.4,5,4,11,7,0,1
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,51.0,72,367,176,Online,6,6,2,1,47.96,5.1,3,3,9,3,0,1
Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,39.0,72,281,132,Online,11,0,4,0,46.98,3.9,0,3,16,29,1,1
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,19.0,72,137,73,Online,10,3,4,0,53.28,1.9,4,2,3,27,4,1
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,34.0,72,245,127,Online,5,2,2,0,51.84,3.4,5,2,35,37,5,1
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,14.0,72,101,50,Online,11,5,4,1,49.5,1.4,1,0,15,50,1,1
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Apparel,37.0,72,266,147,Online,1,1,1,0,55.26,3.69,1,0,15,50,3,1
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,33.0,72,238,121,Online,1,5,1,1,50.84,3.31,3,0,40,48,3,1
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34.0,72,245,105,Online,9,4,3,0,42.86,3.4,3,0,33,19,1,1
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,72,230,113,Online,11,5,4,1,49.13,3.19,5,0,14,17,1,1
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Apparel,59.0,72,425,221,Online,11,5,4,1,52.0,5.9,5,0,14,17,3,1
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,72,101,50,Online,3,1,1,0,49.5,1.4,5,0,13,23,5,1
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Apparel,47.0,72,338,186,Online,4,5,2,1,55.03,4.69,5,0,13,23,3,1
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36.0,72,259,132,Online,8,1,3,0,50.97,3.6,5,1,47,10,4,1
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.0,72,302,145,Online,7,1,3,0,48.01,4.19,3,1,19,4,1,1
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Women's Apparel,61.0,72,439,184,Online,12,0,4,0,41.91,6.1,1,1,19,4,3,1
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Apparel,39.0,72,281,140,Online,3,5,1,1,49.82,3.9,1,1,7,51,3,1
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Men's Apparel,60.0,72,432,173,Online,11,6,4,1,40.05,6.0,2,1,7,51,0,1
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,24.0,72,173,88,Online,1,6,1,1,50.87,2.4,2,1,7,51,5,1
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,41.0,72,295,148,Online,9,0,3,0,50.17,4.1,2,1,29,36,1,1
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52.0,72,374,187,Online,10,1,4,0,50.0,5.19,3,1,6,20,1,1
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Apparel,55.0,72,396,186,Online,5,0,2,0,46.97,5.5,0,1,44,9,0,1
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,51.0,72,367,154,Online,8,2,3,0,41.96,5.1,0,1,28,30,4,1
Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Women's Street Footwear,28.0,72,202,85,Outlet,10,6,4,1,42.08,2.81,1,2,42,15,5,2
Foot Locker,1185732,2021-11-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,43.0,72,310,133,Outlet,11,0,4,0,42.9,4.31,1,1,37,40,5,2
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Apparel,43.0,72,310,105,Outlet,6,2,2,0,33.87,4.31,1,4,2,41,0,2
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,72,230,76,Outlet,8,2,3,0,33.04,3.19,3,1,6,20,4,2
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Street Footwear,19.0,72,137,57,Outlet,1,6,1,1,41.61,1.9,1,1,6,20,5,2
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Apparel,26.0,72,187,88,Outlet,1,6,1,1,47.06,2.6,1,1,6,20,3,2
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34.0,72,245,69,Outlet,6,1,2,0,28.16,3.4,3,1,20,8,4,2
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Men's Athletic Footwear,33.0,72,238,112,Outlet,2,4,1,0,47.06,3.31,0,1,20,8,1,2
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Apparel,43.0,72,310,121,Outlet,8,2,3,0,39.03,4.31,0,1,44,9,0,2
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,72,288,121,Outlet,9,4,3,0,42.01,4.0,0,1,44,9,5,2
Foot Locker,1185732,2021-11-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,59.0,70,413,190,Online,11,0,4,0,46.0,5.9,1,1,37,40,1,1
West Gear,1128299,2020-01-06,West,Nevada,Las Vegas,Men's Apparel,47.0,70,329,214,Online,1,0,1,0,65.05,4.7,5,4,27,26,0,1
Amazon,1185732,2021-12-28,Northeast,Maine,Portland,Men's Athletic Footwear,46.0,70,322,151,Online,12,1,4,0,46.89,4.6,0,1,18,42,1,1
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,63.0,70,441,123,Online,10,6,4,1,27.89,6.3,4,4,10,21,0,1
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,42.0,70,294,126,Online,9,5,3,1,42.86,4.2,1,3,45,44,3,1
Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24.0,70,168,87,Online,2,3,1,0,51.79,2.4,1,0,24,49,4,1
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Apparel,44.0,70,308,148,Online,5,2,2,0,48.05,4.4,1,0,24,49,0,1
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,18.0,70,126,67,Online,4,6,2,1,53.17,1.8,5,4,43,45,4,1
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Men's Apparel,39.0,70,273,96,Online,2,3,1,0,35.16,3.9,1,4,11,7,0,1
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,18.0,70,126,63,Online,2,6,1,1,50.0,1.8,4,2,3,27,4,1
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Apparel,68.0,70,476,219,Online,11,5,4,1,46.01,6.8,1,0,15,50,0,1
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39.0,70,273,109,Online,6,5,2,1,39.93,3.9,1,0,40,48,1,1
Sports Direct,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.0,70,385,212,Online,10,1,4,0,55.06,5.5,3,0,40,48,3,1
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,29.0,70,203,93,Online,1,2,1,0,45.81,2.9,1,0,33,19,1,1
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29.0,70,203,93,Online,1,6,1,1,45.81,2.9,5,0,14,17,1,1
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Apparel,50.0,70,350,154,Online,5,0,2,0,44.0,5.0,3,1,6,20,0,1
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Apparel,38.0,70,266,109,Online,1,6,1,1,40.98,3.8,3,1,38,43,3,1
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Men's Apparel,63.0,70,441,168,Online,11,6,4,1,38.1,6.3,0,1,20,8,0,1
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,42.0,70,294,168,Online,3,2,1,0,57.14,4.2,0,1,44,9,1,1
Foot Locker,1185732,2021-10-27,Northeast,Pennsylvania,Philadelphia,Women's Apparel,32.0,70,224,76,Outlet,10,2,4,0,33.93,3.2,1,1,37,40,3,2
West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Men's Apparel,37.0,70,259,158,Outlet,1,6,1,1,61.0,3.7,5,4,27,26,0,2
Foot Locker,1185732,2021-05-22,South,Tennessee,Knoxville,Men's Athletic Footwear,23.0,70,161,66,Outlet,5,5,2,1,40.99,2.3,1,2,41,25,1,2
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,37.0,70,259,104,Outlet,9,5,3,1,40.15,3.7,1,3,45,44,4,2
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,34.0,70,238,88,Outlet,4,5,2,1,36.97,3.4,5,4,36,42,4,2
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,15.0,70,105,49,Outlet,3,4,1,0,46.67,1.5,4,2,3,27,4,2
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,70,70,32,Outlet,4,1,2,0,45.71,1.0,5,2,35,37,5,2
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.0,70,112,45,Outlet,1,5,1,1,40.18,1.6,2,2,35,37,4,2
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26.0,70,182,84,Outlet,6,1,2,0,46.15,2.6,1,1,38,43,4,2
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Women's Street Footwear,24.0,70,168,49,Outlet,2,0,1,0,29.17,2.4,3,1,38,43,5,2
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Apparel,37.0,70,259,106,Outlet,1,3,1,0,40.93,3.7,0,1,20,8,0,2
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Men's Apparel,48.0,70,336,121,Outlet,9,4,3,0,36.01,4.8,0,1,28,30,0,2
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,42.0,70,294,123,Outlet,2,0,1,0,41.84,4.2,1,1,28,30,1,2
Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,41.0,69,283,170,Online,6,5,2,1,60.07,4.1,1,0,12,13,3,1
Foot Locker,1185732,2021-12-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55.0,69,380,171,Online,12,1,4,0,45.0,5.51,1,1,37,40,1,1
West Gear,1128299,2020-04-11,West,Colorado,Denver,Women's Athletic Footwear,58.0,69,400,236,Online,4,5,2,1,59.0,5.8,5,4,5,16,4,1
Sports Direct,1197831,2021-03-26,South,Tennessee,Knoxville,Men's Apparel,39.0,69,269,126,Online,3,4,1,0,46.84,3.9,3,2,41,25,0,1
Foot Locker,1185732,2021-07-07,Midwest,Nebraska,Omaha,Women's Apparel,44.0,69,304,182,Online,7,2,3,0,59.87,4.41,1,0,26,38,3,1
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Street Footwear,41.0,69,283,105,Online,3,5,1,1,37.1,4.1,0,4,1,2,5,1
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Apparel,62.0,69,428,163,Online,5,3,2,0,38.08,6.2,0,4,1,2,0,1
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,52.0,69,359,129,Online,3,1,1,0,35.93,5.2,1,4,10,21,4,1
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,59.0,69,407,195,Online,4,5,2,1,47.91,5.9,1,3,45,44,1,1
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,47.0,69,324,162,Online,5,1,2,0,50.0,4.7,1,3,45,44,4,1
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Apparel,53.0,69,366,146,Online,10,5,4,1,39.89,5.3,1,4,2,41,0,1
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48.0,69,331,182,Online,4,1,2,0,54.98,4.8,3,3,9,3,4,1
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Women's Street Footwear,38.0,69,262,136,Online,7,2,3,0,51.91,3.8,0,3,16,29,5,1
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,23.0,69,159,86,Online,3,4,1,0,54.09,2.3,5,2,35,37,3,1
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,69,97,49,Online,9,6,3,1,50.52,1.41,5,2,35,37,5,1
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Apparel,47.0,69,324,162,Online,8,4,3,0,50.0,4.7,2,0,15,50,0,1
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,23.0,69,159,81,Online,2,1,1,0,50.94,2.3,3,0,33,19,3,1
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Apparel,46.0,69,317,165,Online,5,4,2,0,52.05,4.59,1,0,14,17,3,1
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.0,69,228,96,Online,11,2,4,0,42.11,3.3,5,0,48,32,5,1
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,27.0,69,186,101,Online,3,1,1,0,54.3,2.7,5,1,47,10,1,1
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.0,69,228,118,Online,6,3,2,0,51.75,3.3,5,1,47,10,4,1
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,27.0,69,186,95,Online,2,0,1,0,51.08,2.7,1,1,19,4,5,1
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,29.0,69,200,108,Online,3,5,1,1,54.0,2.9,1,1,7,51,5,1
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,47.0,69,324,146,Online,5,3,2,0,45.06,4.7,1,1,7,51,1,1
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Apparel,33.0,69,228,125,Online,1,6,1,1,54.82,3.3,2,1,7,51,3,1
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Street Footwear,38.0,69,262,139,Online,6,1,2,0,53.05,3.8,2,1,29,36,5,1
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Apparel,36.0,69,248,124,Online,4,6,2,1,50.0,3.59,3,1,6,20,3,1
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Street Footwear,42.0,69,290,101,Online,8,5,3,1,34.83,4.2,3,1,20,8,5,1
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.0,69,338,172,Online,3,2,1,0,50.89,4.9,0,1,28,30,1,1
Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,37.0,68,252,113,Online,6,0,2,0,44.84,3.71,1,0,12,13,5,1
Foot Locker,1185732,2021-10-23,South,Texas,Dallas,Men's Athletic Footwear,41.0,68,279,131,Online,10,5,4,1,46.95,4.1,1,2,42,15,1,1
Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,44.0,68,299,135,Online,11,1,4,0,45.15,4.4,1,1,37,40,3,1
Foot Locker,1185732,2020-11-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.0,68,252,101,Online,11,0,4,0,40.08,3.71,1,0,22,33,5,1
Foot Locker,1185732,2021-05-26,Midwest,Nebraska,Omaha,Women's Apparel,32.0,68,218,133,Online,5,2,2,0,61.01,3.21,1,0,26,38,3,1
Sports Direct,1197831,2021-08-11,South,Alabama,Birmingham,Men's Apparel,38.0,68,258,124,Online,8,2,3,0,48.06,3.79,3,2,0,6,0,1
Amazon,1185732,2021-10-17,Northeast,Maine,Portland,Women's Apparel,38.0,68,258,134,Online,10,6,4,1,51.94,3.79,0,1,18,42,3,1
Amazon,1185732,2021-12-23,Northeast,Maine,Portland,Women's Street Footwear,41.0,68,279,139,Online,12,3,4,0,49.82,4.1,0,1,18,42,5,1
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Street Footwear,52.0,68,354,177,Online,12,4,4,0,50.0,5.21,0,1,18,42,5,1
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Athletic Footwear,53.0,68,360,144,Online,8,5,3,1,40.0,5.29,0,4,1,2,4,1
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Apparel,54.0,68,367,110,Online,1,6,1,1,29.97,5.4,3,4,10,21,0,1
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,52.0,68,354,113,Online,5,1,2,0,31.92,5.21,4,3,8,39,0,1
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Men's Apparel,32.0,68,218,102,Online,10,0,4,0,46.79,3.21,1,0,24,49,0,1
